label, Area,BoundingBox1,BoundingBox2,BoundingBox3,BoundingBox4,Centroid1,Centroid2,ConvexArea,Eccentricity,EquivDiameter,EulerNumber,Extent,FilledArea,MajorAxisLength,MaxIntensity,MeanIntensity,MinIntensity,MinorAxisLength,Orientation,Perimeter,PerimeterOld,Solidity,WeightedCentroid1,WeightedCentroid2
2,551,0.5,0.5,38,40,19.441,20.784,1185,0.77863,26.487,1,0.3625,551,52.939,1,1,1,33.218,-64.721,202.59,214.89,0.46498,19.441,20.784
2,323,0.5,0.5,39,30,20.217,16.83,748,0.85791,20.279,1,0.27607,323,46.543,1,1,1,23.914,-48.086,163.44,173.1,0.43182,20.217,16.83
2,551,0.5,0.5,37,38,21.844,21.641,885,0.88098,26.487,0,0.39189,558,50.975,1,1,1,24.119,51.242,187.69,199.38,0.6226,21.844,21.641
2,618,0.5,0.5,39,38,23.194,21.777,986,0.88491,28.051,1,0.417,618,54.88,1,1,1,25.561,50.106,174.53,184.27,0.62677,23.194,21.777
2,626,0.5,0.5,38,41,23.347,23.896,1062,0.86248,28.232,0,0.4018,635,55.79,1,1,1,28.235,54.377,179.12,189.1,0.58945,23.347,23.896
2,538,0.5,0.5,36,37,21.556,21.212,860,0.89155,26.173,-2,0.4039,548,51.628,1,1,1,23.383,51.974,158.68,167.92,0.62558,21.556,21.212
2,546,0.5,0.5,30,36,16.117,20.059,909,0.8022,26.366,1,0.50556,546,45.372,1,1,1,27.09,79.858,160.59,169.82,0.60066,16.117,20.059
2,530,0.5,0.5,33,33,16.402,19.147,848,0.66771,25.977,1,0.48669,530,40.042,1,1,1,29.808,76.787,159.01,168.61,0.625,16.402,19.147
2,735,0.5,0.5,40,42,22.716,23.125,1255,0.75275,30.591,1,0.4375,735,51.886,1,1,1,34.157,70.168,215.02,226.59,0.58566,22.716,23.125
2,1058,0.5,0.5,59,44,32.446,23.653,1630,0.90544,36.703,0,0.40755,1151,72.523,1,1,1,30.785,34.255,252.82,267.28,0.64908,32.446,23.653
2,909,0.5,0.5,58,45,32.477,24.74,1573,0.91098,34.02,-2,0.34828,921,74.753,1,1,1,30.832,40.487,244.64,259.52,0.57788,32.477,24.74
2,949,0.5,0.5,62,51,28.944,29.717,1928,0.61277,34.761,0,0.30013,1002,62.547,1,1,1,49.429,-31.427,246.48,260.69,0.49222,28.944,29.717
2,835,0.5,0.5,40,58,22.515,32.339,1791,0.85008,32.606,1,0.35991,835,73.135,1,1,1,38.516,85.174,277.33,292.21,0.46622,22.515,32.339
2,731,0.5,0.5,37,46,18.237,25.339,1387,0.80538,30.508,1,0.42949,731,58.269,1,1,1,34.539,79.348,211.73,223.72,0.52704,18.237,25.339
2,885,0.5,0.5,38,50,19.002,25.941,1632,0.82949,33.568,1,0.46579,885,64.864,1,1,1,36.228,71.971,240.56,253.28,0.54228,19.002,25.941
2,673,0.5,0.5,45,43,26.113,24.743,1440,0.68249,29.273,1,0.3478,673,55.16,1,1,1,40.316,46.283,274.11,291.18,0.46736,26.113,24.743
2,492,0.5,0.5,36,40,20.931,22.657,1011,0.82268,25.029,0,0.34167,540,52.685,1,1,1,29.952,53.726,181.06,191.82,0.48665,20.931,22.657
2,672,0.5,0.5,46,40,27.369,23.182,1393,0.81264,29.251,0,0.36522,793,58.565,1,1,1,34.13,38.518,209.06,220.99,0.48241,27.369,23.182
2,716,0.5,0.5,44,47,24.466,27.95,1606,0.75572,30.193,0,0.34623,787,62.572,1,1,1,40.978,57.154,229.79,244.31,0.44583,24.466,27.95
2,649,0.5,0.5,46,38,23.048,21.948,1220,0.72302,28.746,0,0.37128,666,50.382,1,1,1,34.805,46.08,202.91,214.99,0.53197,23.048,21.948
2,794,0.5,0.5,46,47,25.535,27.704,1586,0.78834,31.795,0,0.36725,839,60.001,1,1,1,36.915,58.676,220.03,233.24,0.50063,25.535,27.704
2,811,0.5,0.5,50,43,25.46,25.104,1688,0.67369,32.134,0,0.37721,826,56.732,1,1,1,41.926,57.93,230.85,244.99,0.48045,25.46,25.104
2,616,0.5,0.5,42,37,19.649,20.541,1152,0.71936,28.006,1,0.3964,616,48.463,1,1,1,33.665,-66.428,173.79,181.78,0.53472,19.649,20.541
2,532,0.5,0.5,40,37,20.716,19.823,999,0.80571,26.026,0,0.35946,595,49.262,1,1,1,29.178,43.722,173.14,182.51,0.53253,20.716,19.823
2,735,0.5,0.5,43,43,23.403,24.457,1551,0.49602,30.591,1,0.39751,735,53.588,1,1,1,46.531,-82.882,202.97,214.17,0.47389,23.403,24.457
2,855,0.5,0.5,35,45,16.685,24.067,1322,0.77021,32.994,0,0.54286,856,53.486,1,1,1,34.113,79.161,230.04,243.87,0.64675,16.685,24.067
2,594,0.5,0.5,40,36,20.433,18.431,1093,0.65082,27.501,1,0.4125,594,45.408,1,1,1,34.475,-78.753,184.79,194.85,0.54346,20.433,18.431
2,434,0.5,0.5,42,28,23.113,16.373,777,0.87565,23.507,0,0.36905,446,48.679,1,1,1,23.509,32.259,164.91,174.27,0.55856,23.113,16.373
2,520,0.5,0.5,44,33,24.837,18.658,992,0.87308,25.731,1,0.35813,520,52.018,1,1,1,25.363,34.964,231.87,246.55,0.52419,24.837,18.658
2,480,0.5,0.5,43,29,24.515,17.49,878,0.82726,24.722,0,0.38492,496,49.47,1,1,1,27.793,33.351,199.26,210.99,0.5467,24.515,17.49
2,553,0.5,0.5,50,30,25.555,18.599,1107,0.69729,26.535,0,0.36867,607,48.936,1,1,1,35.077,12.53,188.81,199.44,0.49955,25.555,18.599
2,1064,0.5,0.5,50,47,24.485,24.368,1869,0.71062,36.807,1,0.45277,1064,59.39,1,1,1,41.785,55.392,231.65,245.14,0.56929,24.485,24.368
2,720,0.5,0.5,39,44,20.699,23.251,1337,0.7882,30.278,0,0.41958,845,56.668,1,1,1,34.875,56.73,192.88,204.51,0.53852,20.699,23.251
2,2,0.5,0.5,1,2,1,1.5,2,0.86603,1.5958,1,1,2,2.3094,1,1,1,1.1547,90,1.96,2,1,1,1.5
2,750,0.5,0.5,45,45,24.203,24.445,1513,0.85735,30.902,1,0.37037,750,64.846,1,1,1,33.378,52.925,204.7,216.07,0.4957,24.203,24.445
2,529,0.5,0.5,44,37,24.715,23.456,1251,0.6515,25.953,0,0.32494,577,52.495,1,1,1,39.825,45.28,193.9,204.37,0.42286,24.715,23.456
2,480,0.5,0.5,39,37,23.119,21.846,1173,0.63283,24.722,0,0.33264,519,50.283,1,1,1,38.934,53.432,185.48,195.54,0.40921,23.119,21.846
2,916,0.5,0.5,52,40,24.332,22.391,1606,0.64888,34.151,1,0.44038,916,56.507,1,1,1,42.996,-41.253,228.61,240.89,0.57036,24.332,22.391
2,1008,0.5,0.5,55,47,24.619,28.491,1825,0.73352,35.825,0,0.38994,1017,64.063,1,1,1,43.542,-52.449,230.87,244.65,0.55233,24.619,28.491
2,1064,0.5,0.5,49,48,24.201,26.932,1893,0.70093,36.807,0,0.45238,1124,62.412,1,1,1,44.514,-67.849,237.82,252.31,0.56207,24.201,26.932
2,450,0.5,0.5,31,38,16.576,21.931,939,0.78484,23.937,1,0.382,450,48.816,1,1,1,30.251,-87.461,151.56,160.47,0.47923,16.576,21.931
2,565,0.5,0.5,43,46,19.991,26.926,1228,0.9048,26.821,1,0.28564,565,65.477,1,1,1,27.882,-65.74,172.84,181.88,0.4601,19.991,26.926
2,532,0.5,0.5,39,45,23.961,25.171,1252,0.80918,26.026,-1,0.30313,612,58.667,1,1,1,34.471,59.79,189.77,199.92,0.42492,23.961,25.171
2,471,0.5,0.5,33,38,18.442,21.943,1013,0.73624,24.489,0,0.3756,475,49.652,1,1,1,33.6,72.137,159.43,169.3,0.46496,18.442,21.943
2,467,0.5,0.5,29,41,15.353,23.043,991,0.8189,24.384,0,0.39277,474,52.641,1,1,1,30.212,87.133,158.51,168.12,0.47124,15.353,23.043
2,403,0.5,0.5,30,37,13.754,21.092,792,0.81082,22.652,1,0.36306,403,45.335,1,1,1,26.534,81.562,136.58,144.23,0.50884,13.754,21.092
2,573,0.5,0.5,36,45,18.318,26.529,1266,0.81027,27.01,0,0.3537,629,57.582,1,1,1,33.746,84.398,184.7,194.85,0.45261,18.318,26.529
2,535,0.5,0.5,39,40,21.74,24.146,1193,0.70513,26.099,0,0.34295,571,50.68,1,1,1,35.936,63.98,172.76,182.85,0.44845,21.74,24.146
2,479,0.5,0.5,45,46,26.871,28.251,1248,0.89994,24.696,0,0.2314,576,68.622,1,1,1,29.92,47.552,204.51,217.97,0.38381,26.871,28.251
2,539,0.5,0.5,35,41,16.761,23.13,1106,0.77004,26.197,0,0.37561,556,51.42,1,1,1,32.806,-83.082,167.39,177.54,0.48734,16.761,23.13
2,500,0.5,0.5,39,37,18.28,20.59,1099,0.60161,25.231,0,0.3465,526,46.181,1,1,1,36.889,89.754,180.88,191.44,0.45496,18.28,20.59
2,622,0.5,0.5,47,40,24.442,22.487,1321,0.7698,28.142,-2,0.33085,629,55.58,1,1,1,35.476,48.873,210.95,222.65,0.47086,24.442,22.487
2,732,0.5,0.5,42,47,23.351,23.499,1280,0.85022,30.529,0,0.37082,733,58.688,1,1,1,30.895,58.248,207.4,219.24,0.57188,23.351,23.499
2,645,0.5,0.5,42,36,21.853,19.634,1065,0.82997,28.657,-1,0.42659,681,50.663,1,1,1,28.26,42.77,177.62,187.68,0.60563,21.853,19.634
2,594,0.5,0.5,47,49,27.345,29.485,1410,0.88846,27.501,-6,0.25792,753,69.817,1,1,1,32.043,50.213,215.92,229.04,0.42128,27.345,29.485
2,453,0.5,0.5,36,29,19.342,15.344,655,0.91172,24.016,0,0.43391,459,45.731,1,1,1,18.786,39.866,132,138.47,0.6916,19.342,15.344
2,421,0.5,0.5,35,30,19.164,18.456,680,0.83679,23.152,0,0.40095,423,41.592,1,1,1,22.773,37.864,123.48,130.57,0.61912,19.164,18.456
2,579,0.5,0.5,39,38,20.71,19.796,1250,0.68938,27.152,1,0.39069,579,51.364,1,1,1,37.208,65.648,218.6,231.58,0.4632,20.71,19.796
2,616,0.5,0.5,42,39,23.183,22.573,1179,0.83378,28.006,0,0.37607,654,55.921,1,1,1,30.874,48.248,205.66,218.65,0.52248,23.183,22.573
2,569,0.5,0.5,36,38,20.381,21.747,1007,0.80641,26.916,-2,0.41594,591,49.279,1,1,1,29.142,54.45,172.79,183.68,0.56504,20.381,21.747
2,472,0.5,0.5,33,35,17.956,19.199,750,0.87744,24.515,0,0.40866,486,47.287,1,1,1,22.683,51.655,146.11,154.61,0.62933,17.956,19.199
2,554,0.5,0.5,46,37,27.161,21.265,1113,0.88931,26.559,-1,0.3255,564,60.17,1,1,1,27.516,37.84,188.83,200.07,0.49775,27.161,21.265
2,611,0.5,0.5,49,47,22.714,27.236,1534,0.75779,27.892,0,0.26531,661,60.212,1,1,1,39.288,58.703,213,224.27,0.39831,22.714,27.236
2,367,0.5,0.5,27,35,13.826,17.921,740,0.81722,21.617,1,0.38836,367,42.465,1,1,1,24.474,70.776,162.25,172.51,0.49595,13.826,17.921
2,849,0.5,0.5,53,53,27.682,31.885,1918,0.83317,32.878,0,0.30224,851,71.942,1,1,1,39.785,53.835,248.32,262.84,0.44265,27.682,31.885
2,511,0.5,0.5,34,38,16.54,19.524,988,0.80741,25.507,1,0.39551,511,49.218,1,1,1,29.038,-72.201,171.49,181.92,0.51721,16.54,19.524
2,587,0.5,0.5,40,36,17.957,20.939,1059,0.60423,27.338,1,0.40764,587,44.418,1,1,1,35.392,86.053,185.14,195.78,0.5543,17.957,20.939
2,879,0.5,0.5,78,51,37.735,32.892,2566,0.60625,33.454,1,0.22097,879,73.21,1,1,1,58.222,12.332,331.47,351.61,0.34256,37.735,32.892
2,489,0.5,0.5,36,34,19.18,19.503,900,0.67871,24.952,1,0.39951,489,42.334,1,1,1,31.09,60.443,152.43,160.95,0.54333,19.18,19.503
2,762,0.5,0.5,54,37,23.182,22.125,1462,0.66129,31.148,1,0.38138,762,55.066,1,1,1,41.306,-37.11,225.03,236.27,0.5212,23.182,22.125
2,872,0.5,0.5,53,43,23.861,26.409,1396,0.64245,33.321,-2,0.38262,921,49.398,1,1,1,37.855,28.942,167.17,177.1,0.62464,23.861,26.409
2,1207,0.5,0.5,53,50,26.799,28.138,1828,0.70379,39.202,0,0.45547,1223,57.867,1,1,1,41.109,55.521,251.54,266.69,0.66028,26.799,28.138
2,813,0.5,0.5,47,37,24.048,21.339,1117,0.84276,32.174,0,0.46751,819,53.478,1,1,1,28.787,35.531,171.8,182.37,0.72784,24.048,21.339
2,718,0.5,0.5,44,37,23.826,21.979,1099,0.88185,30.236,1,0.44103,718,55.075,1,1,1,25.969,33.507,166.93,177.54,0.65332,23.826,21.979
2,747,0.5,0.5,42,41,23.315,23.268,1175,0.84222,30.84,0,0.4338,748,53.965,1,1,1,29.094,44.262,180.89,191.1,0.63574,23.315,23.268
2,2,0.5,7.5,1,2,1,8.5,2,0.86603,1.5958,1,1,2,2.3094,1,1,1,1.1547,90,1.96,2,1,1,8.5
2,627,0.5,0.5,32,51,15.702,26.892,1385,0.91296,28.255,1,0.38419,627,69.606,1,1,1,28.403,84.447,199.91,211.58,0.45271,15.702,26.892
2,646,0.5,0.5,35,43,15.833,23.687,1179,0.80606,28.679,1,0.42924,646,54.426,1,1,1,32.212,-83.769,188.02,198.37,0.54792,15.833,23.687
2,494,0.5,0.5,22,38,12.399,19.536,661,0.8877,25.079,1,0.59091,494,42.912,1,1,1,19.757,72.95,131.55,139.05,0.74735,12.399,19.536
2,326,0.5,0.5,20,29,9.1779,16.169,481,0.84997,20.373,0,0.56207,327,34.592,1,1,1,18.224,86.711,112,118.57,0.67775,9.1779,16.169
2,472,0.5,0.5,25,37,13.864,20.008,714,0.88998,24.515,1,0.51027,472,45.026,1,1,1,20.532,75.133,137.56,144.37,0.66106,13.864,20.008
2,557,0.5,0.5,32,38,18.194,19.397,824,0.8472,26.631,1,0.45806,557,45.354,1,1,1,24.095,61.746,141.11,149.3,0.67597,18.194,19.397
2,446,0.5,0.5,28,43,16.706,22.809,798,0.93401,23.83,1,0.37043,446,54.233,1,1,1,19.375,67.856,137.13,144.61,0.5589,16.706,22.809
2,530,0.5,0.5,37,41,22.323,22.472,967,0.91942,25.977,1,0.34937,530,57.381,1,1,1,22.567,57.786,161.13,170.75,0.54809,22.323,22.472
2,887,0.5,0.5,54,46,28.346,24.541,1915,0.84537,33.606,1,0.35709,887,72.156,1,1,1,38.545,51.886,289.98,306.45,0.46319,28.346,24.541
2,734,0.5,0.5,45,47,25.396,26.338,1489,0.90517,30.571,1,0.34704,734,69.86,1,1,1,29.694,54.727,227,239.24,0.49295,25.396,26.338
2,941,0.5,0.5,57,47,31.885,25.717,1739,0.90208,34.614,1,0.35125,941,75.842,1,1,1,32.731,46.834,251.35,265.72,0.54112,31.885,25.717
2,683,0.5,0.5,44,40,26.558,23.823,1410,0.71095,29.489,1,0.38807,683,54.638,1,1,1,38.424,59.227,199,209.68,0.4844,26.558,23.823
2,625,0.5,0.5,49,36,29.309,21.72,1274,0.74877,28.209,1,0.35431,625,55.537,1,1,1,36.812,37.009,189.89,200.37,0.49058,29.309,21.72
2,690,0.5,0.5,42,37,22.745,21.106,1279,0.51016,29.64,1,0.44402,690,46.651,1,1,1,40.124,-76.795,192.05,202.02,0.53948,22.745,21.106
2,713,0.5,0.5,46,45,23.835,27.488,1380,0.56082,30.13,0,0.34444,714,52.041,1,1,1,43.087,79.03,194.93,206.51,0.51667,23.835,27.488
2,754,0.5,0.5,51,47,27.468,27.989,1682,0.64198,30.984,0,0.31456,760,58.24,1,1,1,44.654,53.37,212.27,224.65,0.44828,27.468,27.989
2,865,0.5,0.5,50,53,25.499,33.119,1884,0.66328,33.187,0,0.32642,975,61.004,1,1,1,45.654,74.933,213.49,226.07,0.45913,25.499,33.119
2,921,0.5,0.5,58,50,30.602,30.401,2146,0.53183,34.244,0,0.31759,1054,62.281,1,1,1,52.743,39.284,257.23,272.11,0.42917,30.602,30.401
2,636,0.5,0.5,43,37,24.676,21.313,1192,0.66557,28.457,1,0.39975,636,49.365,1,1,1,36.842,75.37,193.19,204.02,0.53356,24.676,21.313
2,649,0.5,0.5,40,45,18.592,24.277,1283,0.74233,28.746,0,0.36056,671,51.903,1,1,1,34.777,83.875,194.08,205.68,0.50585,18.592,24.277
2,574,0.5,0.5,35,36,16.124,19.456,1033,0.68634,27.034,0,0.45556,598,43.653,1,1,1,31.748,85.616,160.48,169.78,0.55566,16.124,19.456
2,2,0.5,36.5,1,2,1,37.5,2,0.86603,1.5958,1,1,2,2.3094,1,1,1,1.1547,90,1.96,2,1,1,37.5
2,5,0.5,5.5,1,5,1,8,5,0.9798,2.5231,1,1,5,5.7735,1,1,1,1.1547,90,7.84,8,1,1,8
2,528,0.5,0.5,34,38,15.941,21.436,1005,0.75374,25.928,1,0.40867,528,45.697,1,1,1,30.031,79.124,162.84,172.61,0.52537,15.941,21.436
2,556,0.5,0.5,52,34,22.205,19.687,1301,0.70085,26.607,1,0.31448,556,51.557,1,1,1,36.776,-39.553,216.19,228.27,0.42736,22.205,19.687
2,453,0.5,0.5,47,28,19.461,16.355,922,0.72019,24.016,1,0.34422,453,45.012,1,1,1,31.228,-20.352,161.76,169.98,0.49132,19.461,16.355
2,592,0.5,0.5,32,38,17.321,20.034,1003,0.76592,27.455,0,0.48684,612,46.885,1,1,1,30.144,67.404,173.29,182.27,0.59023,17.321,20.034
2,599,0.5,0.5,38,46,22.371,22.329,1213,0.86521,27.616,0,0.34268,600,57.656,1,1,1,28.909,55.93,238.87,253.18,0.49382,22.371,22.329
2,1,1.5,1.5,1,1,2,2,1,0,1.1284,1,1,1,1.1547,1,1,1,1.1547,0,0,0,1,2,2
2,681,0.5,0.5,39,43,21.075,20.816,1206,0.82472,29.446,-1,0.40608,728,56.534,1,1,1,31.972,61.25,195.61,206.99,0.56468,21.075,20.816
2,2,0.5,3.5,1,2,1,4.5,2,0.86603,1.5958,1,1,2,2.3094,1,1,1,1.1547,90,1.96,2,1,1,4.5
2,627,0.5,0.5,32,38,17.818,20.941,911,0.83425,28.255,1,0.51563,627,46.002,1,1,1,25.365,61.077,175.11,185.48,0.68825,17.818,20.941
2,717,0.5,0.5,45,44,20.021,24.608,1471,0.74768,30.214,1,0.36212,717,57.265,1,1,1,38.027,-62.917,194.85,206.17,0.48742,20.021,24.608
2,1172,0.5,0.5,92,53,36.616,29.091,2750,0.84801,38.629,0,0.24036,1589,88.561,1,1,1,46.936,14.674,284.56,300.45,0.42618,36.616,29.091
2,728,0.5,0.5,44,46,22.724,25.736,1382,0.88002,30.445,1,0.35968,728,65.603,1,1,1,31.158,-63.758,186.43,196.95,0.52677,22.724,25.736
2,446,0.5,0.5,29,34,16.413,19.045,843,0.65744,23.83,0,0.45233,456,40.322,1,1,1,30.383,73.74,150.48,159.54,0.52906,16.413,19.045
2,533,0.5,0.5,39,36,22.246,20.653,976,0.80519,26.051,-1,0.37963,600,49.72,1,1,1,29.485,38.885,163.67,173.2,0.54611,22.246,20.653
2,513,0.5,0.5,40,37,21.53,20.199,1030,0.85008,25.557,0,0.34662,537,52.024,1,1,1,27.399,43.004,183.24,193.72,0.49806,21.53,20.199
2,525,0.5,0.5,50,32,22.259,20.335,1087,0.64835,25.854,-1,0.32813,546,45.304,1,1,1,34.492,5.0774,197.8,210.41,0.48298,22.259,20.335
2,936,0.5,0.5,46,55,28.198,32.409,1872,0.70274,34.522,0,0.36996,1280,65.624,1,1,1,46.688,69.608,250,263.87,0.5,28.198,32.409
2,747,0.5,0.5,37,52,21.693,29.818,1515,0.82185,30.84,0,0.38825,832,63.805,1,1,1,36.35,74.152,216.34,227.82,0.49307,21.693,29.818
2,1178,0.5,0.5,48,58,22.705,29.164,2335,0.80969,38.728,1,0.42313,1178,77.689,1,1,1,45.593,-78.51,298.36,313.28,0.5045,22.705,29.164
2,709,0.5,0.5,43,49,22.343,26.375,1693,0.60024,30.045,0,0.3365,893,58.691,1,1,1,46.942,-84.819,232.61,245.62,0.41878,22.343,26.375
2,455,0.5,0.5,29,42,15.758,23.818,990,0.76214,24.069,0,0.37356,537,50.622,1,1,1,32.773,-85.038,157.49,166.95,0.4596,15.758,23.818
2,531,0.5,0.5,38,41,18.806,24.535,1070,0.56221,26.002,0,0.34082,700,44.895,1,1,1,37.128,65.009,165.48,176.02,0.49626,18.806,24.535
2,591,0.5,0.5,51,42,19.244,25.305,1419,0.59694,27.431,0,0.27591,640,52.985,1,1,1,42.509,-39.839,200.23,211.3,0.41649,19.244,25.305
2,569,0.5,0.5,39,42,18.525,23.308,1183,0.65217,26.916,0,0.34737,665,49.527,1,1,1,37.545,-78.085,177.8,187.68,0.48098,18.525,23.308
2,1223,0.5,0.5,38,69,18.514,35.434,2148,0.86169,39.461,1,0.46644,1223,76.815,1,1,1,38.978,-84.211,294.34,311.18,0.56937,18.514,35.434
2,636,0.5,0.5,37,48,20.157,27.825,1355,0.71475,28.457,0,0.35811,795,57.045,1,1,1,39.896,78.901,183.39,194.02,0.46937,20.157,27.825
2,718,0.5,0.5,55,36,32.558,19.418,1579,0.77448,30.236,0,0.36263,719,60.148,1,1,1,38.05,32.663,287.32,302.79,0.45472,32.558,19.418
2,430,0.5,0.5,35,35,19.098,18.549,877,0.7697,23.399,1,0.35102,430,44.604,1,1,1,28.476,55.706,153.21,162.02,0.49031,19.098,18.549
2,888,0.5,0.5,47,53,20.553,31.535,1865,0.78609,33.625,1,0.35648,888,69.333,1,1,1,42.856,-74.779,224.98,238.07,0.47614,20.553,31.535
2,799,0.5,0.5,34,49,18.85,28.716,1351,0.80142,31.895,0,0.47959,814,59.377,1,1,1,35.514,75.156,192.05,203.92,0.59141,18.85,28.716
2,793,0.5,0.5,40,52,22.68,28.518,1622,0.76147,31.775,1,0.38125,793,62.121,1,1,1,40.267,82.399,212.49,224.17,0.4889,22.68,28.518
2,421,0.5,0.5,37,32,17.729,18.995,677,0.88961,23.152,1,0.35557,421,44.926,1,1,1,20.519,-53.452,136.41,143.3,0.62186,17.729,18.995
2,569,0.5,0.5,34,44,16.975,25.438,1046,0.86869,26.916,1,0.38035,569,55.442,1,1,1,27.464,-69.121,170.31,180.02,0.54398,16.975,25.438
2,388,0.5,0.5,28,34,13.237,19.26,604,0.90579,22.226,1,0.40756,388,43.958,1,1,1,18.626,-65.433,124.15,131.4,0.64238,13.237,19.26
2,524,0.5,0.5,44,34,21.552,19.977,943,0.59894,25.83,0,0.35027,544,41.713,1,1,1,33.404,-6.7343,149.36,157.78,0.55567,21.552,19.977
2,460,0.5,0.5,36,30,20.346,18.724,803,0.74326,24.201,0,0.42593,509,41.246,1,1,1,27.594,32.196,137.17,145.64,0.57285,20.346,18.724
2,574,0.5,0.5,37,36,22.118,21.308,908,0.86979,27.034,1,0.43093,574,51.452,1,1,1,25.387,43.071,144.19,153.64,0.63216,22.118,21.308
2,424,0.5,0.5,36,31,18.741,20.035,746,0.54789,23.235,1,0.37993,424,37.154,1,1,1,31.082,51.518,138.14,146.33,0.56836,18.741,20.035
2,422,0.5,0.5,37,25,19.334,15.777,668,0.62576,23.18,0,0.45622,435,35.728,1,1,1,27.868,17.562,142.71,149.98,0.63174,19.334,15.777
2,675,0.5,0.5,46,37,20.788,21.29,1200,0.44418,29.316,0,0.39659,689,44.681,1,1,1,40.032,-64.568,195.74,207.44,0.5625,20.788,21.29
2,2,0.5,5.5,1,2,1,6.5,2,0.86603,1.5958,1,1,2,2.3094,1,1,1,1.1547,90,1.96,2,1,1,6.5
2,2,0.5,0.5,1,2,1,1.5,2,0.86603,1.5958,1,1,2,2.3094,1,1,1,1.1547,90,1.96,2,1,1,1.5
2,489,0.5,0.5,37,41,20.587,24.62,1108,0.79562,24.952,0,0.32235,499,53.583,1,1,1,32.46,67.006,183,194.17,0.44134,20.587,24.62
2,490,0.5,0.5,38,42,21.89,25.753,1087,0.8329,24.978,0,0.30702,503,55.339,1,1,1,30.626,56.646,186.19,198.17,0.45078,21.89,25.753
2,598,0.5,0.5,51,52,25.548,32.492,1481,0.88865,27.593,0,0.22549,631,65.161,1,1,1,29.882,49.712,238.95,254.11,0.40378,25.548,32.492
2,728,0.5,0.5,48,49,27.408,25.652,1457,0.88659,30.445,-1,0.30952,759,67.266,1,1,1,31.115,51.481,210.96,223.24,0.49966,27.408,25.652
2,628,0.5,0.5,57,54,34.457,27.532,1751,0.8756,28.277,0,0.20403,744,76.814,1,1,1,37.104,49.743,262.25,278.59,0.35865,34.457,27.532
2,517,0.5,0.5,41,45,23.325,24.965,1141,0.89745,25.657,0,0.28022,612,62.75,1,1,1,27.679,54.307,213.45,227.87,0.45311,23.325,24.965
2,577,0.5,0.5,48,48,26.447,26.53,1502,0.90297,27.105,0,0.25043,635,75.103,1,1,1,32.273,52.227,216.14,228.55,0.38415,26.447,26.53
2,594,0.5,0.5,44,50,26.311,26.273,1572,0.84931,27.501,0,0.27,609,67.9,1,1,1,35.844,63.173,222.7,234.45,0.37786,26.311,26.273
2,674,0.5,0.5,53,53,28.208,28.892,1766,0.90507,29.294,0,0.23994,754,79.49,1,1,1,33.804,51.003,244.53,258.35,0.38165,28.208,28.892
2,367,0.5,0.5,28,29,14.142,15.272,700,0.67224,21.617,1,0.45197,367,37.127,1,1,1,27.486,83.273,149.01,157.05,0.52429,14.142,15.272
2,355,0.5,0.5,28,32,15.107,17.935,762,0.78419,21.26,1,0.39621,355,43.305,1,1,1,26.872,80.01,152.97,160.95,0.46588,15.107,17.935
2,474,0.5,0.5,39,28,16.892,15.692,922,0.58712,24.567,1,0.43407,474,42.092,1,1,1,34.074,-45.877,185.8,193.54,0.5141,16.892,15.692
2,395,0.5,0.5,32,32,16.42,17.405,954,0.65478,22.426,1,0.38574,395,44.009,1,1,1,33.263,80.797,187.31,196.51,0.41405,16.42,17.405
2,373,0.5,0.5,34,28,14.115,15.987,695,0.71755,21.793,1,0.39181,373,39.327,1,1,1,27.391,-52.357,138.06,145.98,0.53669,14.115,15.987
2,543,0.5,0.5,43,37,18.698,20.249,1042,0.77601,26.294,0,0.34129,563,48.51,1,1,1,30.596,-52.155,177.64,187.54,0.52111,18.698,20.249
2,717,0.5,0.5,49,40,21.484,24.107,1279,0.28642,30.214,0,0.36582,721,44.621,1,1,1,42.751,-21.756,184.39,195.92,0.56059,21.484,24.107
2,666,0.5,0.5,45,38,19.953,22.721,1207,0.34598,29.12,1,0.38947,666,44.162,1,1,1,41.435,-52.829,178.23,188.95,0.55178,19.953,22.721
2,689,0.5,0.5,39,44,20.657,25.585,1228,0.77592,29.619,1,0.40152,689,53.657,1,1,1,33.848,71.844,193.71,206.07,0.56107,20.657,25.585
2,573,0.5,0.5,39,38,18.691,23.471,1024,0.46027,27.01,1,0.38664,573,41.386,1,1,1,36.742,72.247,157.52,165.88,0.55957,18.691,23.471
2,795,0.5,0.5,45,47,26.509,26.942,1414,0.85974,31.815,1,0.37589,795,64.195,1,1,1,32.787,54.517,200.88,213.24,0.56223,26.509,26.942
2,1,0.5,26.5,1,1,1,27,1,0,1.1284,1,1,1,1.1547,1,1,1,1.1547,0,0,0,1,1,27
2,739,0.5,0.5,51,45,28.05,24.078,1498,0.89169,30.674,-1,0.322,756,68.51,1,1,1,31.011,46.562,228.41,242.55,0.49332,28.05,24.078
2,572,0.5,0.5,33,38,19.045,22.895,903,0.818,26.987,1,0.45614,572,48.384,1,1,1,27.831,58.408,149.09,157.4,0.63344,19.045,22.895
2,230,0.5,0.5,20,27,11.904,10.874,388,0.81711,17.113,1,0.42593,230,31.377,1,1,1,18.088,85.139,90.542,95.841,0.59278,11.904,10.874
2,370,0.5,0.5,36,30,14.043,16.935,678,0.19038,21.705,1,0.34259,370,32.693,1,1,1,32.095,-31.494,136.43,143.15,0.54572,14.043,16.935
